id,tournament_id,team_code,owner_id,phase
d9dc8d13-cf92-4a6c-bb5f-0732cd0849ff,2f0122fe-04c0-44d6-850a-4762388b0bfd,CAN,f865f551-9623-4e76-930b-611c6ec9c897,Pools
